date,previous,high,low,close,change,volume,value,frequency
2020-10-07T00:00:00,1545.0,1565.0,1500.0,1545.0,0.0,17159600.0,26392834000.0,7041.0
2020-10-08T00:00:00,1545.0,1565.0,1515.0,1560.0,15.0,11935600.0,18430639500.0,4920.0
2020-10-09T00:00:00,1560.0,1565.0,1530.0,1550.0,-10.0,2971500.0,4583458000.0,3284.0
2020-10-12T00:00:00,1550.0,1600.0,1540.0,1590.0,40.0,6982400.0,11011605000.0,1990.0
2020-10-13T00:00:00,1590.0,1655.0,1570.0,1630.0,40.0,16807600.0,27329842500.0,4229.0
2020-10-14T00:00:00,1630.0,1630.0,1610.0,1630.0,0.0,16418000.0,26635337500.0,3606.0
2020-10-15T00:00:00,1630.0,1635.0,1565.0,1570.0,-60.0,9857000.0,15625574000.0,4312.0
2020-10-16T00:00:00,1570.0,1595.0,1570.0,1580.0,10.0,10298700.0,16253381500.0,2212.0
2020-10-19T00:00:00,1580.0,1595.0,1570.0,1585.0,5.0,3575000.0,5652638500.0,1816.0
2020-10-20T00:00:00,1585.0,1595.0,1550.0,1595.0,10.0,5863100.0,9229724500.0,3257.0
2020-10-21T00:00:00,1595.0,1605.0,1555.0,1565.0,-30.0,18544200.0,29208798000.0,5574.0
2020-10-22T00:00:00,1565.0,1580.0,1555.0,1580.0,15.0,10650100.0,16737203000.0,2439.0
2020-10-23T00:00:00,1580.0,1590.0,1570.0,1585.0,5.0,12891400.0,20367401000.0,2724.0
2020-10-26T00:00:00,1585.0,1590.0,1570.0,1575.0,-10.0,5503700.0,8685113000.0,2419.0
2020-10-27T00:00:00,1575.0,1580.0,1535.0,1565.0,-10.0,9949000.0,15557104500.0,3082.0
2020-11-02T00:00:00,1565.0,1550.0,1485.0,1525.0,-40.0,14878800.0,22613926500.0,7663.0
2020-11-03T00:00:00,1525.0,1575.0,1530.0,1565.0,40.0,5412100.0,8437699500.0,3230.0
2020-11-04T00:00:00,1565.0,1595.0,1550.0,1575.0,10.0,7001700.0,11029474000.0,3082.0
2020-11-05T00:00:00,1575.0,1610.0,1590.0,1610.0,35.0,9511100.0,15240983500.0,4396.0
2020-11-06T00:00:00,1610.0,1630.0,1610.0,1625.0,15.0,8896500.0,14383821000.0,3974.0
2020-11-09T00:00:00,1625.0,1650.0,1625.0,1630.0,5.0,13168900.0,21558302500.0,3606.0
2020-11-10T00:00:00,1630.0,1730.0,1640.0,1700.0,70.0,23966500.0,40704558500.0,5399.0
2020-11-11T00:00:00,1700.0,1730.0,1675.0,1715.0,15.0,14034200.0,23954743000.0,5287.0
2020-11-12T00:00:00,1715.0,1720.0,1690.0,1720.0,5.0,9312500.0,15955787500.0,4343.0
2020-11-13T00:00:00,1720.0,1780.0,1700.0,1755.0,35.0,9359000.0,16184117500.0,2768.0
2020-11-16T00:00:00,1755.0,1765.0,1720.0,1725.0,-30.0,7643700.0,13231701500.0,2804.0
2020-11-17T00:00:00,1725.0,1730.0,1675.0,1690.0,-35.0,20525400.0,34689636000.0,5448.0
2020-11-18T00:00:00,1690.0,1745.0,1680.0,1745.0,55.0,19225000.0,32938168000.0,5856.0
2020-11-19T00:00:00,1745.0,1745.0,1690.0,1690.0,-55.0,11616500.0,19765413000.0,5169.0
2020-11-20T00:00:00,1690.0,1700.0,1625.0,1635.0,-55.0,20916900.0,34517536000.0,6171.0
2020-11-23T00:00:00,1635.0,1680.0,1645.0,1680.0,45.0,15954200.0,26619091000.0,5070.0
2020-11-24T00:00:00,1680.0,1730.0,1690.0,1725.0,45.0,24219100.0,41507083500.0,6347.0
2020-11-25T00:00:00,1725.0,1745.0,1700.0,1710.0,-15.0,12641400.0,21667137500.0,3542.0
2020-11-26T00:00:00,1710.0,1715.0,1680.0,1695.0,-15.0,7321200.0,12409249000.0,2894.0
2020-11-27T00:00:00,1695.0,1700.0,1650.0,1660.0,-35.0,27577400.0,45828065500.0,7008.0
2020-11-30T00:00:00,1660.0,1670.0,1580.0,1585.0,-75.0,54091900.0,86905239000.0,9200.0
2020-12-01T00:00:00,1585.0,1655.0,1600.0,1640.0,55.0,20702400.0,33738675500.0,4932.0
2020-12-02T00:00:00,1640.0,1660.0,1630.0,1650.0,10.0,17316500.0,28454992000.0,4061.0
2020-12-03T00:00:00,1650.0,1655.0,1630.0,1650.0,0.0,13146800.0,21615043000.0,7402.0
2020-12-04T00:00:00,1650.0,1650.0,1620.0,1625.0,-25.0,9583600.0,15584877500.0,3093.0
2020-12-07T00:00:00,1625.0,1650.0,1625.0,1630.0,5.0,14414500.0,23543125500.0,4124.0
2020-12-08T00:00:00,1630.0,1645.0,1615.0,1635.0,5.0,17687700.0,28814098500.0,5643.0
2020-12-10T00:00:00,1635.0,1680.0,1635.0,1680.0,45.0,30032000.0,49900046000.0,7785.0
2020-12-11T00:00:00,1680.0,1705.0,1670.0,1705.0,25.0,43287500.0,73287732500.0,8114.0
2020-12-14T00:00:00,1705.0,1810.0,1710.0,1810.0,105.0,45771700.0,80645020500.0,9990.0
2020-12-15T00:00:00,1810.0,1830.0,1760.0,1810.0,0.0,28531800.0,51439312000.0,9652.0
2020-12-16T00:00:00,1810.0,1840.0,1800.0,1805.0,-5.0,22594300.0,41060040000.0,5474.0
2020-12-17T00:00:00,1805.0,1835.0,1770.0,1810.0,5.0,30028800.0,54249664500.0,6973.0
2020-12-18T00:00:00,1810.0,1850.0,1775.0,1850.0,40.0,13756100.0,25175811000.0,3943.0
2020-12-21T00:00:00,1850.0,1850.0,1800.0,1830.0,-20.0,9240500.0,16935435000.0,3869.0
2020-12-22T00:00:00,1830.0,1815.0,1705.0,1745.0,-85.0,21385100.0,37543413000.0,5803.0
2020-12-23T00:00:00,1745.0,1790.0,1660.0,1780.0,35.0,20696500.0,36282597500.0,5675.0
2020-12-28T00:00:00,1780.0,1805.0,1755.0,1785.0,5.0,8104000.0,14391250000.0,1977.0
2020-12-29T00:00:00,1785.0,1800.0,1735.0,1800.0,15.0,6238700.0,11045430500.0,3062.0
2020-12-30T00:00:00,1800.0,1775.0,1705.0,1715.0,-85.0,15234600.0,26284457500.0,5305.0
2021-01-04T00:00:00,1715.0,1745.0,1670.0,1700.0,-15.0,12191600.0,20666216500.0,3615.0
2021-01-05T00:00:00,1700.0,1760.0,1675.0,1760.0,60.0,19742400.0,34138004000.0,5889.0
2021-01-06T00:00:00,1760.0,1780.0,1690.0,1730.0,-30.0,14464700.0,25337072000.0,6104.0
2021-01-07T00:00:00,1730.0,1800.0,1735.0,1780.0,50.0,13680600.0,24272541000.0,4984.0
2021-01-08T00:00:00,1780.0,1810.0,1780.0,1800.0,20.0,13376700.0,24048716000.0,4239.0
2021-01-11T00:00:00,1800.0,1810.0,1750.0,1760.0,-40.0,19748100.0,34989233500.0,6172.0
2021-01-12T00:00:00,1760.0,1790.0,1750.0,1755.0,-5.0,10593900.0,18663606500.0,3791.0
2021-01-13T00:00:00,1755.0,1775.0,1735.0,1760.0,5.0,7137900.0,12515892000.0,2259.0
2021-01-14T00:00:00,1760.0,1800.0,1725.0,1725.0,-35.0,25159900.0,44042734000.0,6884.0
2021-01-15T00:00:00,1725.0,1770.0,1725.0,1740.0,15.0,18854300.0,32862705500.0,4514.0
2021-01-18T00:00:00,1740.0,1775.0,1730.0,1755.0,15.0,16377200.0,28655601000.0,3146.0
2021-01-19T00:00:00,1755.0,1775.0,1725.0,1740.0,-15.0,10440000.0,18237571500.0,3219.0
2021-01-20T00:00:00,1740.0,1760.0,1710.0,1745.0,5.0,18208900.0,31689523000.0,6291.0
2021-01-21T00:00:00,1745.0,1760.0,1680.0,1685.0,-60.0,19507200.0,33148369000.0,6404.0
2021-01-22T00:00:00,1685.0,1690.0,1590.0,1595.0,-90.0,38144400.0,61689783500.0,8617.0
2021-01-25T00:00:00,1595.0,1645.0,1535.0,1630.0,35.0,34318400.0,55180909500.0,5803.0
2021-01-26T00:00:00,1630.0,1635.0,1580.0,1620.0,-10.0,43544900.0,69911445000.0,7992.0
2021-01-27T00:00:00,1620.0,1620.0,1580.0,1595.0,-25.0,25823300.0,41176696500.0,5413.0
2021-01-28T00:00:00,1595.0,1645.0,1585.0,1630.0,35.0,28645200.0,46518780500.0,5045.0
2021-01-29T00:00:00,1630.0,1655.0,1535.0,1560.0,-70.0,53677300.0,84592093500.0,8436.0
2021-02-01T00:00:00,1560.0,1610.0,1550.0,1605.0,45.0,31547000.0,50074806000.0,5861.0
2021-02-02T00:00:00,1605.0,1640.0,1605.0,1615.0,10.0,37090800.0,59973683000.0,3935.0
2021-02-03T00:00:00,1615.0,1690.0,1625.0,1650.0,35.0,33377000.0,55478383000.0,7541.0
2021-02-04T00:00:00,1650.0,1690.0,1625.0,1670.0,20.0,9568200.0,15907074000.0,3004.0
2021-02-05T00:00:00,1670.0,1670.0,1630.0,1635.0,-35.0,6336400.0,10395021000.0,2936.0
2021-02-08T00:00:00,1635.0,1720.0,1650.0,1685.0,50.0,16629000.0,28103258000.0,4894.0
2021-02-09T00:00:00,1685.0,1710.0,1635.0,1670.0,-15.0,10913200.0,18246196000.0,4613.0
2021-02-10T00:00:00,1670.0,1645.0,1560.0,1610.0,-60.0,57303900.0,91398551000.0,11292.0
2021-02-11T00:00:00,1610.0,1605.0,1565.0,1570.0,-40.0,36443800.0,57370025000.0,7684.0
2021-02-15T00:00:00,1570.0,1600.0,1550.0,1600.0,30.0,38047400.0,60281431500.0,6496.0
2021-02-16T00:00:00,1600.0,1615.0,1580.0,1585.0,-15.0,19289500.0,30624975000.0,4177.0
2021-02-17T00:00:00,1585.0,1630.0,1585.0,1625.0,40.0,29324400.0,47152412000.0,5940.0
2021-02-18T00:00:00,1625.0,1635.0,1600.0,1600.0,-25.0,24290600.0,39178550500.0,6864.0
2021-02-19T00:00:00,1600.0,1610.0,1585.0,1600.0,0.0,17151700.0,27437843500.0,3297.0
2021-02-22T00:00:00,1600.0,1620.0,1595.0,1610.0,10.0,11130100.0,17892214000.0,6385.0
2021-02-23T00:00:00,1610.0,1645.0,1605.0,1645.0,35.0,9434200.0,15382130000.0,3807.0
2021-02-24T00:00:00,1645.0,1655.0,1620.0,1630.0,-15.0,21364800.0,34840469000.0,5471.0
2021-02-25T00:00:00,1630.0,1630.0,1565.0,1565.0,-65.0,81287600.0,128603403000.0,15032.0
2021-02-26T00:00:00,1565.0,1585.0,1525.0,1525.0,-40.0,508142300.0,779123014500.0,17700.0
2021-03-01T00:00:00,1525.0,1545.0,1500.0,1525.0,0.0,123763800.0,188079820500.0,13523.0
2021-03-02T00:00:00,1525.0,1575.0,1525.0,1550.0,25.0,127733300.0,198288636500.0,14228.0
2021-03-03T00:00:00,1550.0,1575.0,1535.0,1550.0,0.0,107829200.0,168092693000.0,10959.0
2021-03-04T00:00:00,1550.0,1575.0,1530.0,1570.0,20.0,44768800.0,69765469500.0,6206.0
2021-03-05T00:00:00,1570.0,1585.0,1555.0,1565.0,-5.0,47689400.0,75036591500.0,7335.0
2021-03-08T00:00:00,1565.0,1580.0,1560.0,1565.0,0.0,29676300.0,46524902000.0,8484.0
2021-03-09T00:00:00,1565.0,1620.0,1565.0,1605.0,40.0,52649200.0,84083365500.0,9446.0
2021-03-10T00:00:00,1605.0,1630.0,1595.0,1605.0,0.0,23717500.0,38293296000.0,6605.0
2021-03-12T00:00:00,1605.0,1615.0,1580.0,1595.0,-10.0,26011100.0,41539105000.0,5487.0
2021-03-15T00:00:00,1595.0,1650.0,1605.0,1615.0,20.0,17443800.0,28411638000.0,4141.0
2021-03-16T00:00:00,1615.0,1625.0,1565.0,1575.0,-40.0,14258600.0,22637258000.0,3943.0
2021-03-17T00:00:00,1575.0,1580.0,1510.0,1515.0,-60.0,46266300.0,70953052000.0,11898.0
2021-03-18T00:00:00,1515.0,1530.0,1500.0,1530.0,15.0,72322100.0,109545886000.0,11830.0
2021-03-19T00:00:00,1530.0,1580.0,1505.0,1570.0,40.0,58570800.0,91021899000.0,9722.0
2021-03-22T00:00:00,1570.0,1590.0,1560.0,1575.0,5.0,27486100.0,43273991500.0,4808.0
2021-03-23T00:00:00,1575.0,1585.0,1545.0,1560.0,-15.0,12456900.0,19452765500.0,3730.0
2021-03-24T00:00:00,1560.0,1560.0,1535.0,1545.0,-15.0,13524100.0,20940338500.0,2187.0
2021-03-25T00:00:00,1545.0,1540.0,1505.0,1520.0,-25.0,8214200.0,12476739500.0,2862.0
2021-03-26T00:00:00,1520.0,1535.0,1515.0,1530.0,10.0,30175000.0,45990788000.0,3081.0
2021-03-29T00:00:00,1530.0,1550.0,1530.0,1540.0,10.0,17957300.0,27660080500.0,2224.0
2021-03-30T00:00:00,1540.0,1565.0,1540.0,1565.0,25.0,17152000.0,26563253500.0,2618.0
2021-03-31T00:00:00,1565.0,1570.0,1515.0,1525.0,-40.0,17086300.0,26207393000.0,3873.0
2021-04-01T00:00:00,1525.0,1560.0,1515.0,1560.0,35.0,9494900.0,14663396000.0,4736.0
2021-04-05T00:00:00,1560.0,1575.0,1535.0,1565.0,5.0,5709300.0,8855397000.0,2092.0
2021-04-06T00:00:00,1565.0,1585.0,1545.0,1585.0,20.0,8809900.0,13835790500.0,2698.0
2021-04-07T00:00:00,1585.0,1590.0,1560.0,1565.0,-20.0,6309900.0,9903215500.0,1789.0
2021-04-08T00:00:00,1565.0,1565.0,1510.0,1515.0,-50.0,34521000.0,52503377500.0,6449.0
2021-04-09T00:00:00,1515.0,1525.0,1505.0,1505.0,-10.0,25913700.0,39104185000.0,6230.0
2021-04-12T00:00:00,1505.0,1515.0,1425.0,1450.0,-55.0,47686400.0,69452507500.0,9009.0
2021-04-13T00:00:00,1450.0,1450.0,1360.0,1405.0,-45.0,47450800.0,66150276000.0,9763.0
2021-04-14T00:00:00,1405.0,1440.0,1400.0,1420.0,15.0,54858200.0,77861536500.0,6071.0
2021-04-15T00:00:00,1420.0,1480.0,1425.0,1465.0,45.0,37056900.0,53909084500.0,5933.0
2021-04-16T00:00:00,1465.0,1525.0,1480.0,1515.0,50.0,41022300.0,61723481500.0,7488.0
