date,previous,high,low,close,change,volume,value,frequency
2020-10-07T00:00:00,110.0,110.0,106.0,106.0,-4.0,7600.0,834000.0,4.0
2020-10-08T00:00:00,106.0,112.0,101.0,105.0,-1.0,146900.0,15121200.0,22.0
2020-10-09T00:00:00,105.0,134.0,105.0,112.0,7.0,517000.0,59999600.0,122.0
2020-10-12T00:00:00,112.0,119.0,112.0,112.0,0.0,32500.0,3693200.0,23.0
2020-10-13T00:00:00,112.0,114.0,112.0,114.0,2.0,2800.0,314800.0,6.0
2020-10-14T00:00:00,114.0,119.0,109.0,111.0,-3.0,150100.0,17353500.0,22.0
2020-10-15T00:00:00,111.0,120.0,111.0,115.0,4.0,77200.0,9156300.0,61.0
2020-10-16T00:00:00,115.0,121.0,111.0,112.0,-3.0,10900.0,1233100.0,13.0
2020-10-19T00:00:00,112.0,119.0,108.0,112.0,0.0,5200.0,584300.0,17.0
2020-10-20T00:00:00,112.0,119.0,111.0,117.0,5.0,7300.0,846900.0,23.0
2020-10-21T00:00:00,117.0,122.0,115.0,118.0,1.0,8500.0,991400.0,14.0
2020-10-22T00:00:00,118.0,118.0,111.0,116.0,-2.0,2100.0,243500.0,9.0
2020-10-23T00:00:00,116.0,118.0,110.0,117.0,1.0,15900.0,1799700.0,27.0
2020-10-26T00:00:00,117.0,118.0,113.0,114.0,-3.0,12400.0,1412200.0,15.0
2020-10-27T00:00:00,114.0,123.0,113.0,123.0,9.0,25300.0,2955100.0,27.0
2020-11-02T00:00:00,123.0,123.0,115.0,120.0,-3.0,5600.0,658600.0,14.0
2020-11-03T00:00:00,120.0,120.0,115.0,115.0,-5.0,10900.0,1257100.0,10.0
2020-11-04T00:00:00,115.0,121.0,115.0,120.0,5.0,1700.0,196600.0,6.0
2020-11-05T00:00:00,120.0,120.0,114.0,118.0,-2.0,3300.0,390400.0,8.0
2020-11-06T00:00:00,118.0,122.0,111.0,118.0,0.0,2900.0,338800.0,13.0
2020-11-09T00:00:00,118.0,118.0,114.0,114.0,-4.0,10200.0,1177000.0,16.0
