date,previous,high,low,close,change,volume,value,frequency
2020-10-07T00:00:00,2660.0,2680.0,2600.0,2600.0,-60.0,11719600.0,30772979000.0,1491.0
2020-10-08T00:00:00,2600.0,2640.0,2600.0,2610.0,10.0,10256800.0,26832035000.0,981.0
2020-10-09T00:00:00,2610.0,2640.0,2600.0,2620.0,10.0,11797600.0,30878860000.0,1349.0
2020-10-12T00:00:00,2620.0,2670.0,2620.0,2640.0,20.0,14094400.0,37308290000.0,1665.0
2020-10-13T00:00:00,2640.0,2660.0,2610.0,2650.0,10.0,13428900.0,35392113000.0,1499.0
2020-10-14T00:00:00,2650.0,2730.0,2650.0,2710.0,60.0,15966900.0,43002105000.0,2491.0
2020-10-15T00:00:00,2710.0,2740.0,2670.0,2680.0,-30.0,16156700.0,43648089000.0,1992.0
2020-10-16T00:00:00,2680.0,2710.0,2650.0,2680.0,0.0,12491200.0,33510531000.0,1404.0
2020-10-19T00:00:00,2680.0,2740.0,2670.0,2680.0,0.0,12890000.0,34789672000.0,2009.0
2020-10-20T00:00:00,2680.0,2710.0,2610.0,2680.0,0.0,16460500.0,43935974000.0,1871.0
2020-10-21T00:00:00,2680.0,2700.0,2650.0,2650.0,-30.0,11127400.0,29858688000.0,1231.0
2020-10-22T00:00:00,2650.0,2680.0,2610.0,2620.0,-30.0,11506900.0,30623952000.0,1571.0
2020-10-23T00:00:00,2620.0,2660.0,2620.0,2630.0,10.0,12614800.0,33292247000.0,1740.0
2020-10-26T00:00:00,2630.0,2660.0,2610.0,2640.0,10.0,10766000.0,28386327000.0,1928.0
2020-10-27T00:00:00,2640.0,2730.0,2660.0,2680.0,40.0,23409900.0,63237234000.0,3328.0
2020-11-02T00:00:00,2680.0,2670.0,2600.0,2610.0,-70.0,13666200.0,35983198000.0,2985.0
2020-11-03T00:00:00,2610.0,2640.0,2570.0,2590.0,-20.0,12552300.0,32731528000.0,1835.0
2020-11-04T00:00:00,2590.0,2610.0,2570.0,2570.0,-20.0,14001800.0,36314938000.0,1321.0
2020-11-05T00:00:00,2570.0,2610.0,2570.0,2600.0,30.0,17597900.0,45693169000.0,2443.0
2020-11-06T00:00:00,2600.0,2720.0,2610.0,2720.0,120.0,19748000.0,52555842000.0,4484.0
2020-11-09T00:00:00,2720.0,2770.0,2670.0,2710.0,-10.0,17487800.0,47586086000.0,2772.0
2020-11-10T00:00:00,2710.0,2850.0,2750.0,2840.0,130.0,34092000.0,96130365000.0,5141.0
2020-11-11T00:00:00,2840.0,2920.0,2840.0,2860.0,20.0,47925400.0,138680841000.0,5284.0
2020-11-12T00:00:00,2860.0,2880.0,2790.0,2820.0,-40.0,12165300.0,34602981000.0,2261.0
