date,previous,high,low,close,change,volume,value,frequency
2020-10-08T00:00:00,1340.0,1345.0,1325.0,1335.0,-5.0,58640700.0,78258205500.0,2842.0
2020-10-09T00:00:00,1335.0,1345.0,1330.0,1335.0,0.0,55660200.0,74306790000.0,2508.0
2020-10-12T00:00:00,1335.0,1365.0,1325.0,1360.0,25.0,89169300.0,120305391500.0,4710.0
2020-10-13T00:00:00,1360.0,1365.0,1340.0,1350.0,-10.0,70548100.0,95188462000.0,3295.0
2020-10-14T00:00:00,1350.0,1455.0,1350.0,1425.0,75.0,72274000.0,101442691500.0,5311.0
2020-10-15T00:00:00,1425.0,1460.0,1435.0,1450.0,25.0,55444800.0,80291575000.0,3637.0
2020-10-16T00:00:00,1450.0,1485.0,1435.0,1480.0,30.0,34466000.0,50473580500.0,2103.0
2020-10-19T00:00:00,1480.0,1480.0,1445.0,1450.0,-30.0,28043800.0,40736900000.0,3436.0
2020-10-20T00:00:00,1450.0,1500.0,1440.0,1500.0,50.0,134518800.0,198561115000.0,7608.0
2020-10-21T00:00:00,1500.0,1500.0,1450.0,1450.0,-50.0,36745000.0,53511006500.0,4082.0
2020-10-22T00:00:00,1450.0,1470.0,1440.0,1470.0,20.0,29553000.0,43105854000.0,4782.0
2020-10-23T00:00:00,1470.0,1485.0,1445.0,1480.0,10.0,29476700.0,43143039000.0,2527.0
2020-10-26T00:00:00,1480.0,1525.0,1465.0,1500.0,20.0,42775400.0,63606592500.0,4485.0
2020-10-27T00:00:00,1500.0,1515.0,1460.0,1500.0,0.0,46351300.0,68873331000.0,2950.0
2020-11-02T00:00:00,1500.0,1490.0,1450.0,1475.0,-25.0,46711500.0,68437169500.0,8217.0
2020-11-03T00:00:00,1475.0,1495.0,1445.0,1460.0,-15.0,31740200.0,46259690500.0,5116.0
2020-11-04T00:00:00,1460.0,1460.0,1410.0,1425.0,-35.0,22908000.0,32873153000.0,4282.0
2020-11-05T00:00:00,1425.0,1520.0,1450.0,1495.0,70.0,31070900.0,46444073500.0,8292.0
